index,trace_name,trace_channel,trace_sampling_rate_hz,trace_component_order,trace_start_time,station_code,station_network_code,station_latitude_deg,station_longitude_deg,station_elevation_m,split,trace_chunk,trace_npts,trace_name_original
20,"bucket0$17,:3,:6000",HH,100.0,ENZ,2016-01-03T18:14:11.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160103_6565178_NO
21,"bucket0$18,:3,:6000",HH,100.0,ENZ,2016-01-03T01:53:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160103_681198_NO
22,"bucket8$2,:3,:6000",HH,100.0,ENZ,2016-01-03T19:38:38.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160103_7071852_NO
23,"bucket0$19,:3,:6000",HH,100.0,ENZ,2016-01-03T02:21:48.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160103_850839_NO
24,"bucket0$20,:3,:6000",HH,100.0,ENZ,2016-01-05T08:59:45.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_3238548_NO
25,"bucket8$3,:3,:6000",HH,100.0,ENZ,2016-01-05T10:25:12.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_3751210_NO
26,"bucket0$21,:3,:6000",HH,100.0,ENZ,2016-01-05T14:27:23.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_5204338_NO
27,"bucket0$22,:3,:6000",HH,100.0,ENZ,2016-01-05T16:13:03.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_5838338_NO
28,"bucket0$23,:3,:6000",HH,100.0,ENZ,2016-01-05T16:42:17.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_6013780_NO
29,"bucket0$24,:3,:6000",HH,100.0,ENZ,2016-01-05T19:42:21.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_7094192_NO
30,"bucket0$25,:3,:6000",HH,100.0,ENZ,2016-01-05T22:52:50.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_8237092_NO
31,"bucket8$4,:3,:6000",HH,100.0,ENZ,2016-01-05T22:55:04.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160105_8250417_NO
32,"bucket0$26,:3,:6000",HH,100.0,ENZ,2016-01-06T00:17:47.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_106783_NO
33,"bucket0$27,:3,:6000",HH,100.0,ENZ,2016-01-06T00:00:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_3102_NO
34,"bucket0$28,:3,:6000",HH,100.0,ENZ,2016-01-06T09:43:29.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_3500973_NO
35,"bucket0$29,:3,:6000",HH,100.0,ENZ,2016-01-06T11:30:50.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_4145031_NO
36,"bucket0$30,:3,:6000",HH,100.0,ENZ,2016-01-06T15:12:11.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_5473193_NO
37,"bucket0$31,:3,:6000",HH,100.0,ENZ,2016-01-06T15:48:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_5691159_NO
38,"bucket0$32,:3,:6000",HH,100.0,ENZ,2016-01-06T17:53:23.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_6440324_NO
39,"bucket8$5,:3,:6000",HH,100.0,ENZ,2016-01-06T20:19:40.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160106_7318093_NO
40,"bucket0$33,:3,:6000",HH,100.0,ENZ,2016-01-07T04:25:13.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160107_1591315_NO
41,"bucket8$6,:3,:6000",HH,100.0,ENZ,2016-01-07T08:06:47.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160107_2920773_NO
42,"bucket0$34,:3,:6000",HH,100.0,ENZ,2016-01-07T08:38:02.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160107_3108223_NO
43,"bucket3$1,:3,:6000",HH,100.0,ENZ,2016-01-07T09:21:51.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160107_3371121_NO
44,"bucket0$35,:3,:6000",HH,100.0,ENZ,2016-01-07T18:03:50.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160107_6503063_NO
45,"bucket0$36,:3,:6000",HH,100.0,ENZ,2016-01-07T18:08:12.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160107_6529224_NO
46,"bucket0$37,:3,:6000",HH,100.0,ENZ,2016-01-07T18:37:12.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160107_6703282_NO
47,"bucket0$38,:3,:6000",HH,100.0,ENZ,2016-01-08T06:51:40.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_2470018_NO
48,"bucket8$7,:3,:6000",HH,100.0,ENZ,2016-01-08T09:46:09.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_3516969_NO
49,"bucket3$2,:3,:6000",HH,100.0,ENZ,2016-01-08T00:58:55.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_353503_NO
50,"bucket0$39,:3,:6000",HH,100.0,ENZ,2016-01-08T11:13:57.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_4043762_NO
51,"bucket0$40,:3,:6000",HH,100.0,ENZ,2016-01-08T18:38:08.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_6708805_NO
52,"bucket0$41,:3,:6000",HH,100.0,ENZ,2016-01-08T21:35:43.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_7774392_NO
53,"bucket3$3,:3,:6000",HH,100.0,ENZ,2016-01-08T21:56:32.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_7899239_NO
54,"bucket3$4,:3,:6000",HH,100.0,ENZ,2016-01-08T22:41:10.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160108_8167015_NO
55,"bucket0$42,:3,:6000",HH,100.0,ENZ,2016-01-09T03:27:35.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_1245511_NO
56,"bucket8$8,:3,:6000",HH,100.0,ENZ,2016-01-09T03:34:04.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_1284487_NO
57,"bucket0$43,:3,:6000",HH,100.0,ENZ,2016-01-09T07:24:42.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_2668209_NO
58,"bucket3$5,:3,:6000",HH,100.0,ENZ,2016-01-09T11:19:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_4077173_NO
59,"bucket3$6,:3,:6000",HH,100.0,ENZ,2016-01-09T12:40:24.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_4562409_NO
60,"bucket8$9,:3,:6000",HH,100.0,ENZ,2016-01-09T01:43:50.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_623098_NO
61,"bucket0$44,:3,:6000",HH,100.0,ENZ,2016-01-09T02:30:06.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_900600_NO
62,"bucket0$45,:3,:6000",HH,100.0,ENZ,2016-01-09T02:30:26.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160109_902691_NO
63,"bucket0$46,:3,:6000",HH,100.0,ENZ,2016-01-10T03:37:10.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_1303075_NO
64,"bucket0$47,:3,:6000",HH,100.0,ENZ,2016-01-10T08:42:44.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_3136499_NO
65,"bucket0$48,:3,:6000",HH,100.0,ENZ,2016-01-10T09:14:51.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_3329149_NO
66,"bucket3$7,:3,:6000",HH,100.0,ENZ,2016-01-10T12:52:20.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_4634065_NO
67,"bucket0$49,:3,:6000",HH,100.0,ENZ,2016-01-10T19:27:07.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_7002722_NO
68,"bucket0$50,:3,:6000",HH,100.0,ENZ,2016-01-10T20:04:56.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_7229664_NO
69,"bucket8$10,:3,:6000",HH,100.0,ENZ,2016-01-10T20:56:03.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_7536373_NO
70,"bucket0$51,:3,:6000",HH,100.0,ENZ,2016-01-10T23:13:09.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160110_8358990_NO
71,"bucket3$8,:3,:6000",HH,100.0,ENZ,2016-01-11T03:10:43.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_1144347_NO
72,"bucket0$52,:3,:6000",HH,100.0,ENZ,2016-01-11T03:21:29.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_1208974_NO
73,"bucket3$9,:3,:6000",HH,100.0,ENZ,2016-01-11T04:52:36.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_1755678_NO
74,"bucket0$53,:3,:6000",HH,100.0,ENZ,2016-01-11T05:01:22.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_1808264_NO
75,"bucket0$54,:3,:6000",HH,100.0,ENZ,2016-01-11T09:42:49.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_3496963_NO
76,"bucket8$11,:3,:6000",HH,100.0,ENZ,2016-01-11T13:18:38.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_4791840_NO
77,"bucket0$55,:3,:6000",HH,100.0,ENZ,2016-01-11T18:17:48.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_6586850_NO
78,"bucket3$10,:3,:6000",HH,100.0,ENZ,2016-01-11T02:11:09.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160111_786947_NO
79,"bucket3$11,:3,:6000",HH,100.0,ENZ,2016-01-12T00:40:54.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_245429_NO
80,"bucket8$12,:3,:6000",HH,100.0,ENZ,2016-01-12T07:16:01.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_2616104_NO
81,"bucket0$56,:3,:6000",HH,100.0,ENZ,2016-01-12T07:37:14.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_2743428_NO
82,"bucket0$57,:3,:6000",HH,100.0,ENZ,2016-01-12T10:42:18.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_3853844_NO
83,"bucket8$13,:3,:6000",HH,100.0,ENZ,2016-01-12T15:16:34.000000Z,SEO2,KS,37.493801,126.917198,114.0,test,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_5499495_NO
84,"bucket3$12,:3,:6000",HH,100.0,ENZ,2016-01-12T16:23:40.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_5902078_NO
85,"bucket0$58,:3,:6000",HH,100.0,ENZ,2016-01-12T17:36:29.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_6338976_NO
86,"bucket0$59,:3,:6000",HH,100.0,ENZ,2016-01-12T17:56:43.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160112_6460375_NO
87,"bucket3$13,:3,:6000",HH,100.0,ENZ,2016-01-13T03:14:14.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_1165460_NO
88,"bucket3$14,:3,:6000",HH,100.0,ENZ,2016-01-13T00:20:48.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_124810_NO
89,"bucket0$60,:3,:6000",HH,100.0,ENZ,2016-01-13T05:57:03.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_2142328_NO
90,"bucket0$61,:3,:6000",HH,100.0,ENZ,2016-01-13T07:51:33.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_2829333_NO
91,"bucket0$62,:3,:6000",HH,100.0,ENZ,2016-01-13T08:40:57.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_3125729_NO
92,"bucket3$15,:3,:6000",HH,100.0,ENZ,2016-01-13T01:01:55.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_371539_NO
93,"bucket0$63,:3,:6000",HH,100.0,ENZ,2016-01-13T21:17:36.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_7665627_NO
94,"bucket0$64,:3,:6000",HH,100.0,ENZ,2016-01-13T21:21:10.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160113_7687040_NO
95,"bucket0$65,:3,:6000",HH,100.0,ENZ,2016-01-14T04:52:31.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_1755179_NO
96,"bucket0$66,:3,:6000",HH,100.0,ENZ,2016-01-14T08:00:04.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_2880448_NO
97,"bucket0$67,:3,:6000",HH,100.0,ENZ,2016-01-14T12:22:18.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_4453839_NO
98,"bucket0$68,:3,:6000",HH,100.0,ENZ,2016-01-14T20:21:16.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_7327698_NO
99,"bucket3$16,:3,:6000",HH,100.0,ENZ,2016-01-14T20:46:49.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_7480961_NO
100,"bucket3$17,:3,:6000",HH,100.0,ENZ,2016-01-14T22:22:04.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_8052456_NO
101,"bucket0$69,:3,:6000",HH,100.0,ENZ,2016-01-14T23:42:25.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_8534589_NO
102,"bucket0$70,:3,:6000",HH,100.0,ENZ,2016-01-14T23:51:11.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160114_8587170_NO
103,"bucket0$71,:3,:6000",HH,100.0,ENZ,2016-01-15T02:47:00.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_1002069_NO
104,"bucket0$72,:3,:6000",HH,100.0,ENZ,2016-01-15T03:25:02.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_1230267_NO
105,"bucket0$73,:3,:6000",HH,100.0,ENZ,2016-01-15T07:11:58.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_2591889_NO
106,"bucket3$18,:3,:6000",HH,100.0,ENZ,2016-01-15T09:48:50.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_3533052_NO
107,"bucket0$74,:3,:6000",HH,100.0,ENZ,2016-01-15T14:58:38.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_5391886_NO
108,"bucket0$75,:3,:6000",HH,100.0,ENZ,2016-01-15T15:41:29.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_5648937_NO
109,"bucket0$76,:3,:6000",HH,100.0,ENZ,2016-01-15T21:00:00.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_7560038_NO
110,"bucket0$77,:3,:6000",HH,100.0,ENZ,2016-01-15T23:16:50.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160115_8381094_NO
111,"bucket3$19,:3,:6000",HH,100.0,ENZ,2016-01-16T04:28:48.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_1612884_NO
112,"bucket0$78,:3,:6000",HH,100.0,ENZ,2016-01-16T04:51:23.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_1748310_NO
113,"bucket3$20,:3,:6000",HH,100.0,ENZ,2016-01-16T05:00:36.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_1803672_NO
114,"bucket3$21,:3,:6000",HH,100.0,ENZ,2016-01-16T05:03:45.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_1822516_NO
115,"bucket0$79,:3,:6000",HH,100.0,ENZ,2016-01-16T05:32:03.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_1992378_NO
116,"bucket0$80,:3,:6000",HH,100.0,ENZ,2016-01-16T06:23:09.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_2298995_NO
117,"bucket0$81,:3,:6000",HH,100.0,ENZ,2016-01-16T07:09:29.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_2576912_NO
118,"bucket0$82,:3,:6000",HH,100.0,ENZ,2016-01-16T15:09:23.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160116_5456315_NO
119,"bucket3$22,:3,:6000",HH,100.0,ENZ,2016-01-17T06:54:46.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_2488620_NO
120,"bucket0$83,:3,:6000",HH,100.0,ENZ,2016-01-17T13:22:27.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_4814721_NO
121,"bucket3$23,:3,:6000",HH,100.0,ENZ,2016-01-17T16:45:17.000000Z,SEO2,KS,37.493801,126.917198,114.0,dev,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_6031784_NO
122,"bucket0$84,:3,:6000",HH,100.0,ENZ,2016-01-17T18:02:25.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_6494565_NO
123,"bucket0$85,:3,:6000",HH,100.0,ENZ,2016-01-17T19:55:11.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_7171169_NO
124,"bucket0$86,:3,:6000",HH,100.0,ENZ,2016-01-17T22:15:27.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_8012741_NO
125,"bucket0$87,:3,:6000",HH,100.0,ENZ,2016-01-17T23:09:41.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_8338195_NO
126,"bucket0$88,:3,:6000",HH,100.0,ENZ,2016-01-17T00:16:20.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160117_98016_NO
127,"bucket0$89,:3,:6000",HH,100.0,ENZ,2016-01-18T10:32:05.000000Z,SEO2,KS,37.493801,126.917198,114.0,train,_SEO2_HH,6000,KS.SEO2.HH.KS20160118_3792576_NO
